itch_game_url,counts
https://antonbezett.itch.io/burglary,7
https://antontesh.itch.io/depersonalize-me,10
https://anwilc.itch.io/hidden-cats,11
https://aoxer.itch.io/super-frisk,9
https://apapappa.itch.io/zordak,11
https://apestudio.itch.io/albedo,9
https://aplovestudio.itch.io/buckler2,10
https://apostolos-giannios.itch.io/rollingball,10
https://appetizergames.itch.io/under-the-farm,10
https://apple-cider.itch.io/autumns-journey,7
https://apple-cider.itch.io/dorakone,10
https://appletea.itch.io/boneapp,11
https://approductions.itch.io/a-storm-is-approaching,11
https://approductions.itch.io/better-than-the-rest,11
https://approductions.itch.io/black-tree-project,9
https://approductions.itch.io/damascus-current,9
https://approductions.itch.io/five-minutes-a-day,10
https://approductions.itch.io/in-memory-of-the-eternity,10
https://approductions.itch.io/ivory-gardens-of-our-past,11
https://approductions.itch.io/lyssophobia,9
https://approductions.itch.io/nine,8
https://approductions.itch.io/our-place,13
https://approductions.itch.io/pale-green-and-grey,8
https://approductions.itch.io/please-read-me,8
https://approductions.itch.io/private-kitchen,8
https://approductions.itch.io/psychomancer,12
https://approductions.itch.io/quit-the-game-to-win,10
https://approductions.itch.io/sealess-mother,10
https://approductions.itch.io/talkinginthedistance,11
https://approductions.itch.io/that-spongy-thing-on-your-tongue,10
https://approductions.itch.io/the-corpse-behind-the-window,13
https://approductions.itch.io/the-hair-in-the-wall,10
https://approductions.itch.io/the-hair-in-the-wall-redux,9
https://approductions.itch.io/the-right-labyrinth,8
https://approductions.itch.io/ultimate-clicker,11
https://approductions.itch.io/under-score,10
https://approductions.itch.io/widemare,8
https://approductions.itch.io/your-blue-room,11
https://aprilgame.itch.io/april-the-game,12
https://aqualuftgames.itch.io/queen-at-arms,11
https://aquiluslupus.itch.io/cozy,8
https://arcadeparty.itch.io/awoo,10
https://arcadeparty.itch.io/laf,9
https://arcadim.itch.io/appeeling-personality,11
https://archaicbit.itch.io/prince-of-thieves,9
https://archimagus.itch.io/little-house-of-horrors,11
https://arcph1r3.itch.io/aatroxs-journey-to-be-reverted,13
https://arf-initiative.itch.io/fallnation,9
https://arf-initiative.itch.io/g-108-recon-mission,11
https://arf-initiative.itch.io/projectbcz,14
https://argent-games.itch.io/chess-of-blades,8
https://argent-games.itch.io/red-embrace,7
https://argent-games.itch.io/requiescence,9
https://arianbehfar.itch.io/blast-tournament,9
https://arianbehfar.itch.io/fairlynude,11
https://ariettaofspirits.itch.io/ariettaofspirits,14
https://armedunity.itch.io/skillwarz,11
https://armoafro.itch.io/essencetactics,12
https://aronsoos.itch.io/arena,11
https://artofsully.itch.io/alfheimonlineascension,9
https://artridge.itch.io/dodge,11
https://artsybarrels.itch.io/oh-no-im-drowning-again,8
https://arzi.itch.io/ignis-universia,10
https://ashore.itch.io/ashore,12
https://ashtheevil.itch.io/candycavequest,9
https://ashwinmods.itch.io/unlikely-shadows,7
https://astronation.itch.io/astronation,8
https://ata.itch.io/d-stack,10
https://atemly-games.itch.io/bearied-treasure,10
https://atemly-games.itch.io/becky,11
https://atemly-games.itch.io/darkest-decision,8
https://atemly-games.itch.io/gataela,11
https://atmagame.itch.io/atma,12
https://atomic-lollypop.itch.io/netblast,11
https://attainableentertainment.itch.io/tall-poppy,9
https://audilis.itch.io/love-is-a-game,11
https://aukustus.itch.io/the-temple-of-torment,11
https://autophagy.itch.io/mainframe,10
https://autumnotopia.itch.io/you-cant-dodge-your-feelings,10
https://avalan.itch.io/vigil,8
https://aviala.itch.io/your-royal-gayness,11
https://avokadomos.itch.io/navisy-creatures-of-the-deep,10
https://awekteam.itch.io/towerprincess,13
https://awkwardnaut.itch.io/upperz,11
https://axolstudio.itch.io/blasting-agent,8
https://axoona.itch.io/feed-of-comfort,10
https://ayolland.itch.io/spook-tower,10
https://aysquirrel.itch.io/mabby,11
https://azaxor.itch.io/deep-rest,10
https://azaxor.itch.io/perdita,11
https://babylon-brooks.itch.io/-hell,9
https://babyrobotgames.itch.io/atlas-fate,12
https://baconation.itch.io/abandoned,9
https://baertown.itch.io/landslide-mcqueen,9
https://bagelshorts.itch.io/spaceout,12
https://baku.itch.io/blomst,13
https://baku.itch.io/legend-of-xenia,10
https://baku.itch.io/legend-of-xenia-3d,9
https://baku.itch.io/satan-loves-cake,12
https://baldina-official-page.itch.io/5-nights-of-basics-education,11
https://bambiedev.itch.io/polyamorous-relationships,11
https://bamzooki1.itch.io/jacksfilms-fiveheads-flight,11
https://bananaft.itch.io/yedomaglobula,11
https://banzaibonsai.itch.io/a-place-forbidden-demo,8
https://bardsley-creative.itch.io/seedlings,9
https://barkscript.itch.io/your-best-nightmare,8
https://basically-games.itch.io/baldis-basics-full-game-demo,12
https://bauxite.itch.io/meteorite,14
https://bckr.itch.io/towel,14
https://beamingghost.itch.io/6th,11
https://beamingghost.itch.io/answer-or-die,10
https://beans-and-onions.itch.io/plastic-sea,10
https://bearcabin.itch.io/eye-of-ra,12
https://beardybard.itch.io/memoryleak,11
https://beardybard.itch.io/space-scrap-ld42,11
https://bearmaskstudios.itch.io/bouncy-wouncy-spider,10
https://bearsinmind.itch.io/asciirush,10
https://bearwaves.itch.io/feud,8
https://beatfu.itch.io/what-are-you-stupid,6
https://becher.itch.io/escape-from-hell,10
https://becklespinax.itch.io/a-little-birdy,11
https://becklespinax.itch.io/dreams,9
https://becklespinax.itch.io/le-pi-dop-te-ra,8
https://becklespinax.itch.io/man-proposes-god-disposes,8
https://becklespinax.itch.io/my-personal-manifesto,9
https://becklespinax.itch.io/spacelord,11
https://bedtimephobias.itch.io/shrinking-pains,9
https://beholdernx.itch.io/adrorium,12
https://benal.itch.io/ninetillvoid,11
https://benal.itch.io/super-skelemania,10
https://benamas.itch.io/embry,10
https://benjamin-soul.itch.io/serpentes,9
https://benjamin-soul.itch.io/voidrun,13
https://benjaminrivers.itch.io/home,9
https://benjamintaylor.itch.io/ransacked,13
https://bennends.itch.io/kest-the-fall,9
https://berrymelon.itch.io/storytime,11
https://berrymelon.itch.io/torn-between,10
https://bertram-fiddle.itch.io/bertram-fiddle-meat-mound,10
https://besiuk.itch.io/dinner-four-one,12
https://bespoke.itch.io/drop-dead-gorgeous,10
https://bhimz.itch.io/onnajrpg,10
https://big-cow.itch.io/the-last-time,8
https://big-mess.itch.io/game,10
https://bigbad.itch.io/the-bears-black-heart,11
https://bigbadwaffle.itch.io/isleward,11
https://biggestboss.itch.io/lumiette,9
https://bigsteps.itch.io/summoner-sweetheart,8
https://bigzur.itch.io/apocryph,11
https://bilexth.itch.io/usagito-watashi,8
https://bincurlgames.itch.io/rom,11
https://binsou.itch.io/my-brother-the-sacrifice,13
https://biolizard.itch.io/lovesickdarlings,11
https://birdpun.itch.io/jill,10
https://birdrobot.itch.io/doki-doki-love-stomp,12
https://birdrobot.itch.io/little-favors,9
https://bishounenp.itch.io/strawberry-daiquiri,11
https://bitrich.itch.io/railroute,9
https://blackchiligoat-studio.itch.io/tape,6
https://blackseaodyssey.itch.io/blacksea-odyssey,11
https://blacksred-empire.itch.io/crossroads-of-fatedivided,8
https://blackthornprod-games.itch.io/raining-apocalypse,9
https://blarfnip.itch.io/head-over-hooves-my-heart-bleats-for-you,10
https://blauwprint.itch.io/flippin-phones,9
https://bleet.itch.io/the-huntress-of-the-hollow,10
https://blendogames.itch.io/atomzombiesmasher,13
https://blendogames.itch.io/quadrilateralcowboy,14
https://blendogames.itch.io/thirtyflightsofloving,11
https://blood-machine.itch.io/brine-flow,10
https://blood-machine.itch.io/static-end,10
https://bloodyrosestudios.itch.io/bloody-scream,7
https://bloomdigital.itch.io/longstory,11
https://bloomingbuds.itch.io/nnc-news,8
https://blooper.itch.io/shadowbright,10
https://bluelemon.itch.io/three-minutes-to-midnight,9
https://bluntgames.itch.io/the-long-way,8
https://blurredgames.itch.io/housebound,9
https://bng.itch.io/super-voxel-world,10
https://boaheck.itch.io/broken-paradox,9
https://bobastudios.itch.io/squirrely-roo-rabbit,8
https://bobbytwohands.itch.io/shadows-behind-the-throne,10
https://bobbytwohands.itch.io/shadows-behind-the-throne-2,12
https://bobcgames.itch.io/yags,10
https://boen.itch.io/fight-knight-ks,9
https://bomonroe.itch.io/aircraft-in-pixels-2,14
https://boncho-games.itch.io/blitz-breaker,8
https://boneoctopus.itch.io/come-to-jesus,10
https://bongo-productions.itch.io/windtale,11
https://boogieknights.itch.io/healthybreakfast,10
https://boomfire-games.itch.io/furwind,11
https://booon.itch.io/duck-jam,8
https://boordaf.itch.io/guritchi,8
https://bootdiskrevolution.itch.io/bleed,11
https://born-frustrated.itch.io/filemaniac,10
https://borodar.itch.io/click-for-speed,7
https://bottle-break.itch.io/west-of-time,11
https://bottle.itch.io/umbral,10
https://boundbyblades.itch.io/bound-by-blades,10
https://boyandwitch.itch.io/gone-with-the-demon,10
https://boyslaughplus.itch.io/brassica-a-marry-tale,8
https://boyslaughplus.itch.io/defaction,10
https://boyslaughplus.itch.io/todo-today,10
https://boz-float.itch.io/reach,9
https://bphennessy.itch.io/birdland,11
https://bphennessy.itch.io/known-unknowns,6
https://brainos.itch.io/savingprincess,10
https://brandonmakesthings.itch.io/a-bitsy-keyboard,8
https://bravemule.itch.io/silenceunderbed,9
https://breakingbytes.itch.io/xydonia,9
https://bredfrown.itch.io/crystal-story,9
https://bretton-hamilton.itch.io/super-skelly-belly,9
https://brianiscreative.itch.io/fara,14
https://bridgs.itch.io/8-legs-to-love,9
https://bridgs.itch.io/just-one-boss,11
https://bridgs.itch.io/snowball-showdown,9
https://brightfuture.itch.io/outscore,7
https://broken-arms.itch.io/vegaman,11
https://brokenrook.itch.io/eibas,11
https://brokenrules.itch.io/and-yet-it-moves,8
https://bromiodev.itch.io/pato-box-demo,14
https://bronze-johnson.itch.io/airmen,10
https://brosbeforemoes.itch.io/kars-elon-musk,9
https://brosbeforemoes.itch.io/phoenix-wright-legends-of-liability,13
https://brotherly.itch.io/the-come-up,11
https://brox.itch.io/medieval-towns,10
https://brunodias.itch.io/voyageur,8
https://brushfiregames.itch.io/shipwreck,11
https://brwarner.itch.io/in-a-flash,9
https://bucketdrumgames.itch.io/bitrat,10
https://buddycops.itch.io/omnibus,11
https://buildncrush.itch.io/game,11
https://bullwaresoft.itch.io/top-micro-racers,8
https://bunbirb.itch.io/parsnip,8
https://bureaubureau.itch.io/super-scrapped-robot,10
https://bynine.itch.io/a-night-alone,8
https://bynine.itch.io/forestssecret,12
https://byolivierb.itch.io/a-game-about,8
https://c6h8o7.itch.io/play-with-me,9
https://cacareco.itch.io/ruby,12
https://cactusmancer.itch.io/void-golf,10
https://caeth.itch.io/a-bunch-of-you,9
https://caeth.itch.io/accidental-character-generator,8
https://caeth.itch.io/investigate,10
https://caeth.itch.io/kleus-music,7
https://caeth.itch.io/living-things,11
https://caeth.itch.io/reunion,10
https://caeth.itch.io/their-share,7
https://caeth.itch.io/youre-too-high-for-all-these-worms,12
https://caffeineware.itch.io/bot-net-ramshackle-robotics,10
https://cakeknuckles.itch.io/find-rewind,10
https://cakeknuckles.itch.io/h3x-f0r-h1r3,12
https://cakeknuckles.itch.io/jelliskul,9
https://cakeknuckles.itch.io/tropix,8
https://calaris.itch.io/mysterious-island,11
https://calaris.itch.io/wolfschanze-1944,10
https://caliburn-studio.itch.io/natari-at-the-bubble-planet,10
https://callmemonamiral.itch.io/doguelike,10
https://camel504.itch.io/antguy,11
https://canovi.itch.io/new-message,11
https://captaind.itch.io/captain-disaster-in-death-has-a-million-stomping-boots,10
https://captive-minds.itch.io/captive-audience,10
https://cardboardcomputer.itch.io/kentucky-route-zero,8
https://cardboardkeep.itch.io/puzzle-puppers,12
https://carebotgames.itch.io/broken-silence,9
https://carillon-nightmares.itch.io/otherland,12
https://carpetbones.itch.io/fump-blaster,11
https://carpetbones.itch.io/germ,10
https://carpetbones.itch.io/shrub-bubs,10
https://carrogath.itch.io/gem,13
https://cascadiagames.itch.io/wacky-wheels-hd,9
https://casiopea.itch.io/taskforcekampas,12
https://caspercoboli.itch.io/greedy-goblins,9
https://castingdreams.itch.io/aether-skies,9
https://catalopegames.itch.io/skeletal-dance-party,10
https://catandnate.itch.io/forager,10
https://catapultgames.itch.io/dont-look-down,8
https://catfishcrew.itch.io/lads-in-distress,8
https://cathroon.itch.io/until-biglight,13
https://catnight.itch.io/seven-weeks-of-cat-monarchy,9
https://catnigiri.itch.io/keen,7
https://catroomdrama.itch.io/catroom-drama-case-1,7
https://catroomdrama.itch.io/catroom-drama-case-2,8
https://catroomdrama.itch.io/catroom-drama-case-3,10
https://catsoftstudios.itch.io/the-investigation,11
https://cattsmall.itch.io/sweetxheart,14
https://causacreations.itch.io/path-out,8
https://cbgamedev.itch.io/indie-dev-story,12
https://ccmedia.itch.io/youre-here-now,9
https://ceec.itch.io/hymn,10
https://celdavison.itch.io/inh-exh,9
https://celdavison.itch.io/ive-been-late,12
https://celianna.itch.io/tailor-tales,6
https://centicerise.itch.io/fallstreak,7
https://cephalopodunk.itch.io/broken-cats-lost-flowers,10
https://cephalopodunk.itch.io/fgptgancotwyaa,6
https://cephalopodunk.itch.io/ijpdtddawa,9
https://cephalopodunk.itch.io/radical-archaeologist,10
https://cephalopodunk.itch.io/rotds,11
https://cephalopodunk.itch.io/stacotmam,5
https://cephalopodunk.itch.io/the-last-human-touch,7
https://cephalopodunk.itch.io/the-visitator-of-ohno,7
https://cephalopodunk.itch.io/tooth-and-nail,9
https://cephalopodunk.itch.io/tsfetsciyrithsamwys,9
https://cercle.itch.io/l,13
https://cervineprince.itch.io/marigold-vn,13
https://chaosminds.itch.io/forgiveness,14
https://chaosmonger.itch.io/encodya,9
https://charliebehan.itch.io/hotelremorse,12
https://charlieworkproductions.itch.io/fragment,9
https://charonss.itch.io/daily-chthonicle,9
https://chase-of-bass.itch.io/witch-hazel,13
https://cheeseness.itch.io/hive-time,13
https://chesterr.itch.io/specimen-girl,11
https://chezjfrey.itch.io/gentlemen-of-fortune-maelstrom-engine,15
https://chibixi.itch.io/can-you-escape-love,8
https://chibixi.itch.io/seven-photos-photographic-detective,9
https://chickenhat.itch.io/kura5-bonds-of-the-undying,12
https://chiropteram.itch.io/the-thing-in-the-lake,9
https://choko-flan.itch.io/desolate-village,13
https://chopchopgames.itch.io/mineralph,12
https://choppypine.itch.io/drug-simulator-v10,9
https://choppypine.itch.io/schizophrenia-simulation,13
https://chouette.itch.io/of-ice-snow,11
https://chouette.itch.io/pairs,11
https://chromacool.itch.io/cuckoo-curling,7
https://chrono-dave.itch.io/unh,10
https://chrstphfr.itch.io/horror-vacui,10
https://chrstphfr.itch.io/the-space-between,7
https://chukobyte.itch.io/serenade-of-the-sirens,14
https://chz.itch.io/charge-cycles,10
https://cileth.itch.io/00boyfriend,10
https://cinqmarsmedia.itch.io/devilscalc,11
https://citrushistrix.itch.io/magical-makeover,10
https://clarissimo.itch.io/room669,13
https://claudioa.itch.io/power-the-grid,10
https://claygamestudio.itch.io/faerie-afterlight,10
https://cleveblakemore.itch.io/grimoire-heralds-of-the-winged-exemplar,9
https://cliffracerx.itch.io/senbir,10
https://cliffside.itch.io/kato,12
https://clockworkprince.itch.io/lavender,10
https://clonedeath.itch.io/love-is-blind,14
https://cloudtrailgame.itch.io/cloudtrail-islands,12
https://cmlsc.itch.io/drawn-down-abyss,12
https://cmlsc.itch.io/super-potato-bruh,8
https://cnnmon.itch.io/goodmorning,11
https://cnnmon.itch.io/kittyclinic,11
https://cobbleandtrouble.itch.io/game,11
https://coconut-island-games.itch.io/enlightenment,10
https://codegoons.itch.io/go-farm-yourself,11
https://codingartists.itch.io/dawn-of-tribe,10
https://cognitiveforge.itch.io/auraofworlds,7
https://coldrice.itch.io/duster,12
https://cole-chittim.itch.io/pickingup,11
https://colepowered.itch.io/concrete-jungle,9
https://colestia.itch.io/a-bewitching-revolution,10
https://colestia.itch.io/a-hand-with-many-fingers,10
https://colestia.itch.io/a-night-in-nowhere,11
https://colestia.itch.io/acephalus,10
https://colestia.itch.io/croatan,9
https://colestia.itch.io/daydreams-in-red,8
https://colestia.itch.io/new-lethes,9
https://colestia.itch.io/the-somerton-man,7
https://colestia.itch.io/the-visible-city,10
https://colincw.itch.io/ravenclawvr,8
https://colingamagami.itch.io/closeyoureyes,12
https://colleenadia.itch.io/lily-seed,9
https://cometfall.itch.io/stars-are-falling,11
https://comfyfox.itch.io/yourcursedshop,11
https://commodoreshawn.itch.io/bronze-age,10
https://communistsister.itch.io/autumn-leaves-ii,10
https://communistsister.itch.io/superlunary-ep-1,9
https://compiledgames.itch.io/techage-rebellion,8
https://concretegames.itch.io/macguffin,13
https://connecta.itch.io/dungeon-service,10
https://connor-sherlock.itch.io/condor,8
https://connor-sherlock.itch.io/marginalia,12
https://connor-sherlock.itch.io/marginalia-prelude,9
https://connor-sherlock.itch.io/voice-of-vamana,13
https://contingent99.itch.io/wizard-of-legend-kickstarter-demo,12
https://coolncat.itch.io/electro-jam,9
https://coppolaemilio.itch.io/adventuros,10
https://copychaser.itch.io/speeddatingforghosts,10
https://coralie-feniello.itch.io/phased,10
https://coren.itch.io/crimson-rafflesia,11
https://coren.itch.io/re-prince-of-nigeria,7
https://coreymartin.itch.io/hiding-spot,9
https://coreyvh.itch.io/monarchies,10
https://corgibits.itch.io/detect-occult-game,6
https://coriandergames.itch.io/mikos-adventures,10
https://corvaena.itch.io/the-dust-of-the-violet-crystals,11
https://corviday.itch.io/reacti0nary,11
https://corviday.itch.io/the-bin,9
https://cosmicnobab.itch.io/lunarlux,12
https://cowboy-starshine.itch.io/songs-and-flowers,6
https://cowthing.itch.io/horo,12
https://cozygamepals.itch.io/australiove,7
https://cozygamepals.itch.io/catch-your-chance,9
https://cozygamepals.itch.io/good-doggo,10
https://cozygamepals.itch.io/sealoot,11
https://cozylad.itch.io/culinary-combat,11
https://craigp.itch.io/the-galactic-line,12
https://crashdumpsoftware.itch.io/cosmiccardchaos,9
https://cravecraw.itch.io/hammer-dongers,9
https://createdbyseere.itch.io/your-world-50-years-from-now,8
https://crescendo.itch.io/emperors-lesbian-new-groove,9
https://cricketbat.itch.io/ollpheist-high,9
https://cricketbat.itch.io/payback-2015,10
https://cristianovitorino.itch.io/beyondthesky,11
https://critterdust.itch.io/earth-tongue,10
https://crjsaker.itch.io/blanche,10
https://croteam.itch.io/battle-bolts,12
https://croteam.itch.io/tormental,14
https://crowbarska.itch.io/deathball,9
https://crowbarska.itch.io/only-one,12
https://crunchester.itch.io/north-star,9
https://crunchyleafgames.itch.io/3030-deathwar,10
https://crystalgameworks.itch.io/i-saw-him-today,10
https://crystalgameworks.itch.io/the-witch-in-the-forest,10
https://csr-studios.itch.io/dead-pixels-2,9
https://cstearns.itch.io/maggie-milly,6
https://cstearns.itch.io/tiny-tarot,8
https://ct-games.itch.io/ct-football-manager,8
https://curlscurly.itch.io/shattered,13
https://curseonosphere.itch.io/black-white-and-grey,11
https://cybergnose-cafe.itch.io/artl,14
https://cyberpan.itch.io/not-me,14
https://cycle-of-fates.itch.io/happymelancholicdemo,11
https://cydonian-games.itch.io/voidship-the-long-journey,14
https://cynapse077.itch.io/axu-rl,11
https://daanvanyperen.itch.io/necromarket,10
https://dacora.itch.io/healing-hearts-otome,8
https://daffodil.itch.io/executive-towers,10
https://daliacoss.itch.io/yourquestion,10
https://dan200.itch.io/redirection,9
https://dancingengie.itch.io/adhd,10
https://dancingengie.itch.io/typing,9
https://dandestudios.itch.io/schoolsimulator,11
https://dangen-entertainment.itch.io/ara-fell,10
https://danieldavis.itch.io/grym,9
https://danieldavis.itch.io/mezzer,9
https://danieljones.itch.io/across-the-sky,13
https://danielsnd.itch.io/what-the-box,11
https://danielvincenz.itch.io/blue,10
https://danijmn.itch.io/cardinalchains,10
https://danisoriarev.itch.io/asmr,9
https://dare-looks.itch.io/bomber-bother,8
https://dare-looks.itch.io/hitter,10
https://dare-looks.itch.io/inch-by-inch,10
https://darkbitsorg.itch.io/death-strike,10
https://darkchibishadow.itch.io/night-tide,11
https://darkchibishadow.itch.io/one-eyed-lee-prologue,10
https://darkchibishadow.itch.io/solanaceae-vn,9
https://darkchibishadow.itch.io/zoro-birthday,12
https://darkfalzx.itch.io/ultionus,8
https://darkgod.itch.io/tales-of-majeyal,12
https://darkgreyclouds.itch.io/oath,9
https://darkmatter.itch.io/impulse,12
https://darknessdwells.itch.io/darkness-dwells,10
https://darknetfoxes.itch.io/paracusia,11
https://darksin.itch.io/innate-imperfections,11
https://darumanaut.itch.io/salamander-the-lost-kitty,9
https://darumanaut.itch.io/valentine-disaster,8
https://dasius.itch.io/my-little-blacksmith-shop,11
https://dasmatze.itch.io/the-bricksperience,10
https://davec.itch.io/area52,9
https://davemakes.itch.io/the-third-one,12
https://davidjalbert.itch.io/krankenheit,9
https://davidoreilly.itch.io/everything,10
https://davidpixel.itch.io/drytown,9
https://daz.itch.io/arindama,7
https://daz.itch.io/roboblaster,12
https://dazed-pidgeon.itch.io/escape-the-void,8
https://dazed-pidgeon.itch.io/sokoban-in-sokoland,11
https://dazzleberrygames.itch.io/cinderellas-spark,10
https://ddrkirbyisq.itch.io/bath-time,9
https://ddrkirbyisq.itch.io/colors-of-your-world,8
https://ddrkirbyisq.itch.io/dear-toki,9
https://ddrkirbyisq.itch.io/goodnight-meowmie,10
https://ddrkirbyisq.itch.io/inflate-me-to-the-moon,13
https://ddrkirbyisq.itch.io/nyamos-adventure,10
