game_name,game_release_date,game_url
Space Engineers - Decorative Pack #2,"24 Oct, 2019",https://store.steampowered.com/app/1167910/Space_Engineers__Decorative_Pack_2/?snr=1_7_7_topsellers_150_15
Expansion - Hearts of Iron IV: La Rsistance,"25 Feb, 2020",https://store.steampowered.com/app/1158100/Expansion__Hearts_of_Iron_IV_La_Rsistance/?snr=1_7_7_topsellers_150_12
DayZ Livonia,"3 Dec, 2019",https://store.steampowered.com/app/1151700/DayZ_Livonia/?snr=1_7_7_topsellers_150_10
Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,"24 Mar, 2020",https://store.steampowered.com/app/1150640/YuGiOh_Legacy_of_the_Duelist__Link_Evolution/?snr=1_7_7_topsellers_150_7
Azur Lane Crosswave,"13 Feb, 2020",https://store.steampowered.com/app/1150080/Azur_Lane_Crosswave/?snr=1_7_7_topsellers_150_12
RimWorld - Royalty,"24 Feb, 2020",https://store.steampowered.com/app/1149640/RimWorld__Royalty/?snr=1_7_7_topsellers_150_3
Cities: Skylines - Sunset Harbor,"26 Mar, 2020",https://store.steampowered.com/app/1146930/Cities_Skylines__Sunset_Harbor/?snr=1_7_7_topsellers_150_8
Hades,"10 Dec, 2019",https://store.steampowered.com/app/1145360/Hades/?snr=1_7_7_topsellers_150_13
DRAGON BALL Z: KAKAROT Season Pass,"16 Jan, 2020",https://store.steampowered.com/app/1144646/DRAGON_BALL_Z_KAKAROT_Season_Pass/?snr=1_7_7_topsellers_150_14
Jurassic World Evolution: Return To Jurassic Park,"10 Dec, 2019",https://store.steampowered.com/app/1144410/Jurassic_World_Evolution_Return_To_Jurassic_Park/?snr=1_7_7_topsellers_150_15
Stellaris: Federations,"17 Mar, 2020",https://store.steampowered.com/app/1140001/Stellaris_Federations/?snr=1_7_7_topsellers_150_3
Space Engineers - Economy Deluxe,"22 Aug, 2019",https://store.steampowered.com/app/1135960/Space_Engineers__Economy_Deluxe/?snr=1_7_7_topsellers_150_17
Touhou Shoujo Tale of Beautiful Memories / ???????,"22 Aug, 2019",https://store.steampowered.com/app/1124060/Touhou_Shoujo_Tale_of_Beautiful_Memories/?snr=1_7_7_topsellers_150_19
Monster Hunter World: Iceborne,"9 Jan, 2020",https://store.steampowered.com/app/1118010/Monster_Hunter_World_Iceborne/?snr=1_7_7_topsellers_150_3
Train Sim World: Canadian National Oakville Subdivision: Hamilton - Oakville Route Add-On,"20 Feb, 2020",https://store.steampowered.com/app/1113820/Train_Sim_World_Canadian_National_Oakville_Subdivision_Hamilton__Oakville_Route_AddOn/?snr=1_7_7_topsellers_150_18
ARK: Genesis Season Pass,"8 Aug, 2019",https://store.steampowered.com/app/1113410/ARK_Genesis_Season_Pass/?snr=1_7_7_topsellers_150_3
American Truck Simulator - Utah,"7 Nov, 2019",https://store.steampowered.com/app/1104880/American_Truck_Simulator__Utah/?snr=1_7_7_topsellers_150_12
The Room VR: A Dark Matter,"26 Mar, 2020",https://store.steampowered.com/app/1104380/The_Room_VR_A_Dark_Matter/?snr=1_7_7_topsellers_150_12
Football Manager 2020,"19 Nov, 2019",https://store.steampowered.com/app/1100600/Football_Manager_2020/?snr=1_7_7_topsellers_150_4
DOOM Eternal - Year One Pass,Coming in 2020,https://store.steampowered.com/app/1098291/DOOM_Eternal__Year_One_Pass/?snr=1_7_7_topsellers_150_19
Planet Zoo: Deluxe Upgrade Pack,"5 Nov, 2019",https://store.steampowered.com/app/1098120/Planet_Zoo_Deluxe_Upgrade_Pack/?snr=1_7_7_topsellers_150_13
Cyberpunk 2077,"16 Sep, 2020",https://store.steampowered.com/app/1091500/Cyberpunk_2077/?snr=1_7_7_topsellers_150_4
Granblue Fantasy: Versus,"13 Mar, 2020",https://store.steampowered.com/app/1090630/Granblue_Fantasy_Versus/?snr=1_7_7_topsellers_150_5
Destiny 2: Shadowkeep,"1 Oct, 2019",https://store.steampowered.com/app/1090200/Destiny_2_Shadowkeep/?snr=1_7_7_topsellers_150_3
Destiny 2: Forsaken,"1 Oct, 2019",https://store.steampowered.com/app/1090150/Destiny_2_Forsaken/?snr=1_7_7_topsellers_150_5
Armored Brigade,"31 Oct, 2019",https://store.steampowered.com/app/1089840/Armored_Brigade/?snr=1_7_7_topsellers_150_15
NBA 2K20,"6 Sep, 2019",https://store.steampowered.com/app/1089350/NBA_2K20/?snr=1_7_7_topsellers_150_8
Mutant Year Zero: Seed of Evil,"30 Jul, 2019",https://store.steampowered.com/app/1088000/Mutant_Year_Zero_Seed_of_Evil/?snr=1_7_7_topsellers_150_4
Franchise Hockey Manager 6,"11 Oct, 2019",https://store.steampowered.com/app/1087270/Franchise_Hockey_Manager_6/?snr=1_7_7_topsellers_150_13
Project Zomboid,"8 Nov, 2013",https://store.steampowered.com/app/108600/Project_Zomboid/?snr=1_7_7_topsellers_150_14
Space Engineers - Style Pack,"6 Jun, 2019",https://store.steampowered.com/app/1084680/Space_Engineers__Style_Pack/?snr=1_7_7_topsellers_150_19
TT Isle of Man Ride on the Edge 2,"19 Mar, 2020",https://store.steampowered.com/app/1082180/TT_Isle_of_Man_Ride_on_the_Edge_2/?snr=1_7_7_topsellers_150_11
Ticket to Ride,"24 May, 2012",https://store.steampowered.com/app/108200/Ticket_to_Ride/?snr=1_7_7_topsellers_150_12
American Truck Simulator - Forest Machinery,"11 Jun, 2019",https://store.steampowered.com/app/1076080/American_Truck_Simulator__Forest_Machinery/?snr=1_7_7_topsellers_150_17
My Time At Portia - Player Attire Package,"15 Oct, 2019",https://store.steampowered.com/app/1075040/My_Time_At_Portia__Player_Attire_Package/?snr=1_7_7_topsellers_150_18
Total War: WARHAMMER II - The Hunter & The Beast,"11 Sep, 2019",https://store.steampowered.com/app/1074320/Total_War_WARHAMMER_II__The_Hunter__The_Beast/?snr=1_7_7_topsellers_150_16
DRAGON QUEST BUILDERS 2,"10 Dec, 2019",https://store.steampowered.com/app/1072420/DRAGON_QUEST_BUILDERS_2/?snr=1_7_7_topsellers_150_10
Panzer Corps 2,"19 Mar, 2020",https://store.steampowered.com/app/1072040/Panzer_Corps_2/?snr=1_7_7_topsellers_150_15
Biped,"26 Mar, 2020",https://store.steampowered.com/app/1071870/Biped/?snr=1_7_7_topsellers_150_12
The Procession to Calvary,"9 Apr, 2020",https://store.steampowered.com/app/1071130/The_Procession_to_Calvary/?snr=1_7_7_topsellers_150_17
Transport Fever 2,"11 Dec, 2019",https://store.steampowered.com/app/1066780/Transport_Fever_2/?snr=1_7_7_topsellers_150_15
Halo: Reach,"3 Dec, 2019",https://store.steampowered.com/app/1064220/Halo_Reach/?snr=1_7_7_topsellers_150_16
New World,"25 Aug, 2020",https://store.steampowered.com/app/1063730/New_World/?snr=1_7_7_topsellers_150_2
New World,"25 Aug, 2020",https://store.steampowered.com/app/1063730/New_World/?snr=1_7_7_topsellers_150_2
New World,"25 Aug, 2020",https://store.steampowered.com/app/1063730/New_World/?snr=1_7_7_topsellers_150_1
New World,"25 Aug, 2020",https://store.steampowered.com/app/1063730/New_World/?snr=1_7_7_topsellers_150_1
Valve Index Controllers,"28 Jun, 2019",https://store.steampowered.com/app/1059550/Valve_Index_Controllers/?snr=1_7_7_topsellers_150_14
Ori and the Will of the Wisps,"10 Mar, 2020",https://store.steampowered.com/app/1057090/Ori_and_the_Will_of_the_Wisps/?snr=1_7_7_topsellers_150_3
Euro Truck Simulator 2 - Road to the Black Sea,"5 Dec, 2019",https://store.steampowered.com/app/1056760/Euro_Truck_Simulator_2__Road_to_the_Black_Sea/?snr=1_7_7_topsellers_150_19
Terraria,"16 May, 2011",https://store.steampowered.com/app/105600/Terraria/?snr=1_7_7_topsellers_150_4
Terraria,"16 May, 2011",https://store.steampowered.com/app/105600/Terraria/?snr=1_7_7_topsellers_150_4
A Short Hike,"30 Jul, 2019",https://store.steampowered.com/app/1055540/A_Short_Hike/?snr=1_7_7_topsellers_150_14
Age of Empires III: Complete Collection,"5 Jan, 2012",https://store.steampowered.com/app/105450/Age_of_Empires_III_Complete_Collection/?snr=1_7_7_topsellers_150_11
Space Engineers - Decorative Pack,"8 Apr, 2019",https://store.steampowered.com/app/1049790/Space_Engineers__Decorative_Pack/?snr=1_7_7_topsellers_150_15
Power & Revolution 2019 Edition,"12 Mar, 2019",https://store.steampowered.com/app/1029630/Power__Revolution_2019_Edition/?snr=1_7_7_topsellers_150_15
Warhammer Underworlds: Online,"28 Jan, 2020",https://store.steampowered.com/app/1022310/Warhammer_Underworlds_Online/?snr=1_7_7_topsellers_150_18
Age of Empires: Definitive Edition,"19 Aug, 2019",https://store.steampowered.com/app/1017900/Age_of_Empires_Definitive_Edition/?snr=1_7_7_topsellers_150_16
FINAL FANTASY XIV: Shadowbringers,"2 Jul, 2019",https://store.steampowered.com/app/1016870/FINAL_FANTASY_XIV_Shadowbringers/?snr=1_7_7_topsellers_150_3
Chernobylite,"16 Oct, 2019",https://store.steampowered.com/app/1016800/Chernobylite/?snr=1_7_7_topsellers_150_19
American Truck Simulator - Washington,"11 Jun, 2019",https://store.steampowered.com/app/1015160/American_Truck_Simulator__Washington/?snr=1_7_7_topsellers_150_7
SWORD ART ONLINE Alicization Lycoris,,https://store.steampowered.com/app/1009290/SWORD_ART_ONLINE_Alicization_Lycoris/?snr=1_7_7_topsellers_150_7
Call of Duty: World at War,"18 Nov, 2008",https://store.steampowered.com/app/10090/Call_of_Duty_World_at_War/?snr=1_7_7_topsellers_150_12
The Jackbox Party Pack 6,"16 Oct, 2019",https://store.steampowered.com/app/1005300/The_Jackbox_Party_Pack_6/?snr=1_7_7_topsellers_150_2
The Jackbox Party Pack 6,"16 Oct, 2019",https://store.steampowered.com/app/1005300/The_Jackbox_Party_Pack_6/?snr=1_7_7_topsellers_150_1
